"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"142_0ml-9","847.11","189.46","469.74","119.89","238.25","206.3","40.13","48.68","224.22","67.05","145.62","12.16","27.51","26.57","56.35","195.53","21.31","7.97","2654","38.5","0","0","7.17","0","0","0"
"15_0ml-1","787.87","169.36","420.77","107.22","210.52","187.36","33.29","39.68","183.77","55.75","115.69","10.37","22.65","21.74","46.96","159.08","17.86","7.08","2633","36.7","0","0","7.34","0","0","0"
"15_0ml-10","787.87","170.32","421.67","103","210.52","176.83","31.92","38.04","173.37","55.75","121.68","10.02","21.84","20.93","46.96","152.45","17.86","7.08","2640","36.8","0","0","7.34","0","0","0"
"15_0ml-2","787.87","169.36","420.77","107.22","210.52","187.36","33.29","39.68","183.77","55.75","115.69","10.37","22.65","21.74","46.96","159.08","17.86","7.08","2640","36.7","0","0","7.34","0","0","0"
"15_0ml-3","787.87","169.36","420.77","103","210.52","178.94","31.92","37.63","174.53","55.75","122.68","9.66","21.03","20.13","46.96","152.45","17.86","7.08","2647","36.7","0","0","7.34","0","0","0"
"15_0ml-4","787.87","169.36","420.77","107.22","210.52","187.36","33.29","39.68","183.77","55.75","115.69","10.37","22.65","20.93","46.96","159.08","17.86","6.2","2679","36.7","0","0","7.34","0","0","0"
"15_0ml-5","787.87","169.36","421.67","110.6","210.52","192.97","34.2","40.5","188.39","55.75","122.68","10.37","22.65","21.74","46.96","163.5","17.86","7.08","2665","36.7","0","0","7.25","0","0","0"
"15_0ml-6","787.87","169.36","421.67","109.75","210.52","192.27","34.2","40.5","188.39","55.75","122.68","10.37","23.46","21.74","46.96","163.5","17.86","7.08","2653","36.7","0","0","7.25","0","0","0"
"15_0ml-7","787.87","169.36","421.67","110.6","210.52","190.87","34.2","40.5","187.24","55.75","122.68","10.73","23.46","22.54","46.96","172.33","17.86","7.97","2639","36.8","0","0","7.25","0","0","0"
"15_0ml-8","787.87","169.36","421.67","117.35","210.52","206.3","36.48","43.36","202.26","55.75","122.68","11.09","25.08","23.35","46.96","173.44","17.86","7.97","2604","36.8","0","0","7.25","0","0","0"
"15_0ml-9","787.1","169.36","421.67","112.29","210.52","193.67","34.65","40.91","189.55","55.75","122.68","10.73","23.46","22.54","46.96","173.44","17.86","7.97","2677","36.7","0","0","7.34","0","0","0"
"151_0ml-1","867.89","194.24","483.34","130.86","247.24","227.35","47.88","58.09","283.17","73.07","168.56","14.31","29.12","25.76","61.47","238.62","23.04","8.85","2641","37.9","0","0","7.98","0","0","0"
"151_0ml-10","867.89","195.2","483.34","121.57","247.24","209.11","44.23","54","261.21","73.45","167.56","13.59","27.51","24.15","61.47","224.26","23.62","7.97","2639","37.9","0","0","7.2","0","0","0"
"151_0ml-2","868.66","194.24","483.34","117.35","247.24","202.09","42.41","51.95","251.96","73.07","159.58","12.88","26.7","22.54","61.47","215.42","23.04","7.97","2641","37.9","0","0","7.56","0","0","0"
"151_0ml-3","867.89","194.24","483.34","124.11","247.24","211.92","44.69","54.41","263.52","73.07","167.56","13.59","27.51","23.35","60.62","224.26","23.04","7.97","2645","37.9","0","0","7.56","0","0","0"
"151_0ml-4","867.89","194.24","484.25","121.57","247.24","209.81","44.23","54","261.21","73.45","168.56","13.59","27.51","23.35","61.47","224.26","23.62","7.97","2636","37.9","0","0","7.56","0","0","0"
"151_0ml-5","867.89","195.2","483.34","113.13","247.24","194.37","41.04","49.91","241.56","73.07","166.56","12.52","25.08","21.74","61.47","207.69","23.04","7.97","2641","37.9","0","0","7.56","0","0","0"
"151_0ml-6","867.89","194.24","483.34","122.42","247.24","212.62","44.69","54.41","263.52","73.07","167.56","13.59","27.51","23.35","61.47","224.26","23.04","7.97","2598","37.9","0","0","7.25","0","0","0"
"151_0ml-7","867.89","194.24","483.34","131.71","247.24","228.06","47.88","58.5","283.17","73.07","166.56","14.31","29.12","24.96","60.62","239.72","23.04","8.85","2640","37.9","0","0","7.25","0","0","0"
"151_0ml-8","867.89","194.24","483.34","119.04","247.24","205.6","43.32","52.77","255.43","73.07","159.58","13.24","26.7","23.35","60.62","218.73","23.04","7.97","2670","37.9","0","0","7.25","0","0","0"
"151_0ml-9","867.89","194.24","483.34","122.42","246.49","211.92","44.69","54.41","263.52","73.07","166.56","13.59","27.51","23.35","60.62","224.26","23.04","7.97","2637","37.9","0","0","7.25","0","0","0"
"153_0ml-1","843.26","181.8","444.35","112.29","225.51","192.27","33.74","41.32","223.07","59.51","150.6","11.81","25.89","23.35","58.05","233.09","21.89","7.97","2653","38.5","0","0","7.51","0","0","0"
"153_0ml-10","842.5","182.76","444.35","114.82","225.51","197.88","34.65","42.13","227.69","58.76","157.58","11.45","25.89","22.54","57.2","236.41","21.89","7.97","2651","38.5","0","0","7.41","0","0","0"
"153_0ml-2","843.26","181.8","444.35","113.98","225.51","195.78","34.2","41.73","226.54","58.76","157.58","11.45","25.89","22.54","57.2","235.3","21.31","7.97","2693","38.5","0","0","7.51","0","0","0"
"153_0ml-3","844.03","182.76","444.35","118.2","225.51","199.29","35.57","43.36","230","59.51","158.58","12.52","27.51","24.96","58.91","254.08","21.89","7.97","2640","38.5","0","0","7.51","0","0","0"
"153_0ml-4","843.26","182.76","444.35","115.66","225.51","197.88","35.11","42.54","230","59.14","157.58","12.16","27.51","24.15","58.91","238.62","22.47","7.97","2668","38.5","0","0","7.51","0","0","0"
"153_0ml-5","842.5","181.8","443.44","114.82","224.76","196.48","34.65","41.73","225.38","58.76","157.58","11.45","25.89","22.54","57.2","234.2","21.89","7.97","2646","38.5","0","0","7.41","0","0","0"
"153_0ml-6","843.26","181.8","443.44","113.98","224.76","194.37","34.2","41.32","224.22","58.38","156.59","11.45","25.89","22.54","57.2","235.3","21.89","7.97","2658","38.5","0","0","7.41","0","0","0"
"153_0ml-7","842.5","181.8","443.44","112.29","224.76","191.57","33.29","40.5","220.76","58.38","149.61","11.09","25.08","22.54","57.2","230.88","21.89","7.08","2623","38.5","0","0","7.41","0","0","0"
"153_0ml-8","842.5","181.8","443.44","114.82","224.76","196.48","34.2","41.73","226.54","58.76","157.58","11.45","25.89","22.54","57.2","235.3","21.89","7.97","2642","38.5","0","0","7.41","0","0","0"
"153_0ml-9","842.5","182.76","443.44","112.29","224.76","191.57","33.74","40.91","220.76","58.76","149.61","11.09","25.08","22.54","57.2","229.78","21.31","7.08","2651","38.5","0","0","7.41","0","0","0"
"156_0ml-1","664.76","128.22","321.02","85.27","148.34","145.96","21.89","25.36","95.93","34.65","60.84","6.8","12.94","12.88","23.9","65.18","10.95","6.2","2646","36.3","25.5","2.04","8.02","0.15","0.21","0.54"
"156_0ml-10","663.22","128.22","320.11","83.58","148.34","141.04","20.97","24.54","93.62","34.65","56.85","6.8","12.13","12.88","23.05","64.07","10.95","6.2","2618","36.4","0","0","7.92","0","0","0"
"156_0ml-2","663.99","128.22","320.11","80.21","148.34","133.33","20.52","23.73","87.84","34.65","61.84","6.44","11.33","12.08","23.9","60.76","10.95","6.2","2628","36.4","0","0","7.74","0","0","0"
"156_0ml-3","663.22","128.22","320.11","85.27","148.34","145.96","21.89","25.36","95.93","34.65","61.84","6.8","12.94","12.88","23.9","65.18","10.95","6.2","2621","36.4","0","0","7.74","0","0","0"
"156_0ml-4","663.99","128.22","321.02","83.58","148.34","141.75","21.43","24.54","93.62","34.65","56.85","6.8","12.13","12.88","23.9","64.07","10.95","6.2","2628","36.4","0","0","7.74","0","0","0"
"156_0ml-5","663.22","128.22","321.02","85.27","148.34","145.25","21.89","25.36","95.93","34.65","61.84","6.8","12.94","12.88","23.9","65.18","10.95","6.2","2647","36.4","0","0","7.97","0","0","0"
"156_0ml-6","663.22","128.22","320.11","84.43","148.34","143.15","21.89","24.95","94.78","34.65","61.84","6.8","12.13","12.88","23.05","65.18","10.95","6.2","2617","36.4","0","0","7.97","0","0","0"
"156_0ml-7","663.99","128.22","320.11","83.58","148.34","141.75","21.43","24.54","93.62","34.65","56.85","6.8","12.13","12.88","23.9","64.07","10.95","6.2","2631","36.4","0","0","7.97","0","0","0"
"156_0ml-8","663.22","128.22","320.11","83.58","148.34","141.75","21.43","24.54","93.62","34.65","56.85","6.8","12.13","12.88","23.05","64.07","10.95","6.2","2634","36.4","0","0","7.97","0","0","0"
"156_0ml-9","663.99","128.22","320.11","85.27","148.34","144.55","21.89","24.95","95.93","34.65","61.84","6.8","12.94","12.88","23.9","65.18","10.95","6.2","2639","36.4","0","0","7.92","0","0","0"
"168_0ml-1","739.4","156.92","397.19","98.78","198.54","174.02","27.81","33.13","164.12","47.08","100.73","9.3","20.22","18.52","40.98","138.09","16.13","7.08","2648","37.5","0","0","7.75","0","0","0"
"168_0ml-10","738.63","156.92","397.19","100.47","198.54","177.53","28.73","33.95","167.59","47.08","106.72","9.3","21.03","19.32","40.98","140.3","16.13","7.08","2643","37.5","0","0","7.72","0","0","0"
"168_0ml-2","738.63","156.92","397.19","98.78","198.54","173.32","27.81","32.73","164.12","47.08","100.73","9.3","20.22","19.32","40.98","138.09","16.13","7.08","2744","37.5","0","0","7.75","0","0","0"
"168_0ml-3","738.63","156.92","397.19","93.71","198.54","163.5","26.45","31.09","154.88","47.08","107.72","8.59","19.42","17.71","41.83","130.36","16.13","6.2","2642","37.5","0","0","7.72","0","0","0"
"168_0ml-4","738.63","156.92","397.19","100.47","198.54","175.43","28.27","33.54","166.43","47.08","107.72","9.3","21.03","19.32","41.83","140.3","16.13","7.08","2643","37.5","0","0","7.72","0","0","0"
"168_0ml-5","738.63","156.92","397.19","101.31","198.54","178.23","28.73","33.95","168.75","47.08","106.72","9.3","21.03","19.32","40.98","141.4","16.13","7.08","2686","37.5","0","0","7.72","0","0","0"
"168_0ml-6","738.63","156.92","397.19","102.16","198.54","178.94","28.73","33.95","169.9","47.08","107.72","9.66","21.03","20.13","41.83","141.4","16.13","7.08","2642","37.5","0","0","7.72","0","0","0"
"168_0ml-7","738.63","156.92","397.19","98.78","198.54","173.32","27.81","32.73","164.12","47.08","100.73","9.3","20.22","18.52","40.98","136.98","16.13","7.08","2647","37.5","0","0","7.72","0","0","0"
"168_0ml-8","737.86","156.92","396.28","102.16","198.54","177.53","28.73","33.95","167.59","47.08","106.72","9.66","21.03","19.32","40.98","141.4","16.13","7.08","2675","37.5","0","0","7.72","0","0","0"
"168_0ml-9","738.63","156.92","396.28","102.16","198.54","178.94","28.73","33.95","169.9","47.08","106.72","9.66","21.03","19.32","41.83","141.4","16.71","7.08","2646","37.5","0","0","7.72","0","0","0"
"171_0ml-1","687.08","133.96","336.43","87.8","158.08","148.76","24.17","28.23","109.8","39.93","69.82","7.51","13.75","14.49","28.17","81.75","12.1","6.2","2643","35.2","0","0","7.56","0","0","0"
"171_0ml-10","686.31","133.96","335.53","87.8","158.08","148.76","24.62","28.63","109.8","39.93","69.82","7.51","13.75","14.49","27.32","80.64","12.1","6.2","2646","35.3","0","0","7.62","0","0","0"
"171_0ml-2","687.08","133.96","336.43","86.96","158.08","146.66","24.17","27.82","108.64","39.93","65.83","7.51","13.75","13.69","28.17","79.54","12.1","6.2","2644","35.2","0","0","7.56","0","0","0"
"171_0ml-3","687.08","133.96","335.53","85.27","158.08","143.85","23.71","27.41","106.33","39.93","65.83","7.51","13.75","13.69","28.17","78.43","12.1","6.2","2713","35.2","0","0","7.56","0","0","0"
"171_0ml-4","686.31","133.96","335.53","95.4","158.08","162.8","26.45","30.68","120.2","39.93","69.82","8.23","15.37","15.3","28.17","87.27","12.1","7.08","2646","35.3","0","0","7.56","0","0","0"
"171_0ml-5","686.31","133.96","335.53","88.65","158.08","149.46","24.62","28.63","109.8","39.93","70.81","7.87","14.56","14.49","28.17","80.64","12.1","6.2","2646","35.3","0","0","7.6","0","0","0"
"171_0ml-6","686.31","133.96","336.43","86.96","158.08","146.66","24.17","27.82","108.64","39.93","65.83","7.51","13.75","13.69","28.17","79.54","12.1","6.2","2644","35.3","0","0","7.6","0","0","0"
"171_0ml-7","686.31","133.96","335.53","80.21","158.08","135.43","22.34","25.77","100.55","39.93","65.83","7.15","12.94","12.88","28.17","74.02","12.1","6.2","2649","35.3","0","0","7.6","0","0","0"
"171_0ml-8","685.54","133.96","336.43","89.49","158.08","150.87","24.62","28.63","110.96","39.93","70.81","7.87","14.56","14.49","28.17","81.75","12.1","6.2","2598","35.3","0","0","7.6","0","0","0"
"171_0ml-9","686.31","133.96","335.53","89.49","158.08","151.57","24.62","28.63","112.11","39.93","69.82","7.87","14.56","14.49","28.17","81.75","12.1","6.2","2645","35.3","0","0","7.62","0","0","0"
"179_0ml-1","754.01","156.92","392.66","99.62","192.54","176.13","28.27","34.36","150.25","50.47","89.76","8.94","18.61","17.71","37.56","118.2","14.4","7.08","2635","32.6","0","0","7.99","0","0","0"
"179_0ml-10","753.24","156.92","392.66","94.56","192.54","165.6","26.45","32.32","141.01","50.47","93.75","8.59","17.8","16.91","37.56","111.58","14.98","6.2","2634","32.7","0","0","7.7","0","0","0"
"179_0ml-2","754.01","156.92","392.66","103","192.54","178.94","28.73","34.77","152.57","50.47","94.75","8.94","18.61","17.71","37.56","120.41","14.4","7.08","2707","32.6","0","0","7.99","0","0","0"
"179_0ml-3","753.24","156.92","392.66","99.62","192.54","176.13","28.27","34.36","150.25","50.47","89.76","8.94","18.61","17.71","37.56","118.2","14.4","7.08","2636","32.6","0","0","7.99","0","0","0"
"179_0ml-4","753.24","156.92","392.66","99.62","192.54","176.13","28.27","34.36","150.25","50.47","89.76","8.94","18.61","17.71","37.56","118.2","14.4","7.08","2639","32.7","0","0","7.77","0","0","0"
"179_0ml-5","753.24","156.92","392.66","101.31","192.54","178.94","29.18","35.18","152.57","50.47","94.75","8.94","18.61","17.71","37.56","119.31","14.98","7.08","2633","32.7","0","0","7.77","0","0","0"
"179_0ml-6","753.24","156.92","392.66","103","192.54","181.74","29.18","35.18","154.88","50.47","94.75","9.3","19.42","18.52","37.56","120.41","14.98","7.08","2615","32.7","0","0","7.77","0","0","0"
"179_0ml-7","752.48","156.92","392.66","103","192.54","181.74","29.18","35.59","154.88","50.47","94.75","9.3","19.42","18.52","37.56","121.52","14.98","7.08","2639","32.7","0","0","7.77","0","0","0"
"179_0ml-8","753.24","156.92","392.66","102.16","192.54","181.04","29.18","35.18","154.88","50.47","94.75","8.94","19.42","18.52","37.56","120.41","14.98","7.08","2640","32.7","0","0","7.7","0","0","0"
"179_0ml-9","752.48","156.92","392.66","101.31","192.54","178.23","28.73","35.18","152.57","50.47","94.75","8.94","18.61","17.71","37.56","119.31","14.98","7.08","2599","32.7","0","0","7.7","0","0","0"
"180_0ml-1","741.7","154.05","385.4","102.16","188.8","176.83","30.55","36.41","154.88","50.47","104.72","9.3","18.61","18.52","38.42","130.36","14.98","7.08","2576","36","0","0","7.11","0","0","0"
"180_0ml-10","740.16","154.05","384.49","102.16","188.8","180.34","31.01","36.82","158.34","50.47","102.73","9.66","19.42","18.52","38.42","131.46","15.55","7.08","2638","36","0","0","6.92","0","0","0"
"180_0ml-2","740.93","154.05","385.4","101.31","188.8","178.94","30.55","36.41","157.19","50.47","102.73","9.3","19.42","18.52","38.42","131.46","14.98","7.08","2632","36","0","0","7.11","0","0","0"
"180_0ml-3","740.16","154.05","385.4","101.31","188.8","178.23","31.01","36.82","156.03","50.47","103.73","9.66","19.42","18.52","38.42","130.36","14.98","7.08","2631","36","0","0","6.94","0","0","0"
"180_0ml-4","740.16","154.05","384.49","101.31","188.8","178.94","30.55","36.82","157.19","50.47","102.73","9.3","19.42","18.52","38.42","130.36","15.55","7.08","2683","36","0","0","6.94","0","0","0"
"180_0ml-5","740.16","154.05","385.4","94.56","188.8","165.6","28.73","33.95","145.63","50.85","103.73","8.94","17.8","16.91","38.42","122.62","15.55","6.2","2640","36","0","0","6.94","0","0","0"
"180_0ml-6","740.16","154.05","385.4","101.31","188.8","179.64","31.01","36.82","157.19","50.47","103.73","9.66","19.42","18.52","38.42","130.36","15.55","7.08","2634","36","0","0","6.94","0","0","0"
"180_0ml-7","740.16","154.05","385.4","102.16","188.8","177.53","30.55","36.41","156.03","50.85","103.73","9.66","18.61","18.52","38.42","136.98","15.55","7.08","2625","36","0","0","6.92","0","0","0"
"180_0ml-8","740.16","154.05","385.4","102.16","188.8","180.34","31.01","36.82","158.34","50.47","102.73","9.66","19.42","18.52","38.42","131.46","15.55","7.08","2633","36","0","0","6.92","0","0","0"
"180_0ml-9","740.16","154.05","385.4","102.16","188.8","180.34","31.01","36.82","158.34","50.47","102.73","9.66","19.42","18.52","38.42","130.36","15.55","7.08","2630","36","0","0","6.92","0","0","0"
"181_0ml-1","735.55","150.22","375.43","97.93","179.06","167.71","29.18","35.18","153.72","50.85","102.73","8.94","18.61","17.71","37.56","131.46","14.98","7.08","2644","36.9","0","0","7.73","0","0","0"
"181_0ml-10","735.55","151.18","376.33","97.09","179.06","166.31","29.64","35.59","152.57","50.85","102.73","9.3","18.61","17.71","37.56","130.36","14.98","7.08","2654","36.9","0","0","7.69","0","0","0"
"181_0ml-2","737.09","150.22","376.33","97.93","179.06","167.71","29.64","35.18","153.72","50.85","102.73","9.3","18.61","17.71","37.56","131.46","14.98","7.08","2647","36.9","0","0","7.73","0","0","0"
"181_0ml-3","736.32","150.22","376.33","95.4","179.81","162.8","28.73","34.36","149.1","50.85","96.74","8.94","17.8","17.71","37.56","128.15","14.98","7.08","2645","36.9","0","0","7.7","0","0","0"
"181_0ml-4","736.32","151.18","376.33","98.78","179.06","169.11","29.64","35.59","154.88","50.85","102.73","9.3","18.61","17.71","37.56","132.57","14.98","7.08","2647","36.9","0","0","7.7","0","0","0"
"181_0ml-5","736.32","150.22","376.33","97.93","179.81","168.41","29.64","35.59","153.72","50.85","101.73","9.3","18.61","17.71","37.56","132.57","14.98","7.08","2627","36.9","0","0","7.7","0","0","0"
"181_0ml-6","736.32","150.22","376.33","105.53","179.81","181.04","31.92","38.04","166.43","50.85","102.73","9.66","20.22","19.32","37.56","140.3","14.98","7.08","2646","36.9","0","0","7.7","0","0","0"
"181_0ml-7","736.32","150.22","376.33","97.93","179.81","167.71","29.64","35.18","153.72","50.85","102.73","9.3","18.61","17.71","37.56","131.46","14.98","7.08","2642","36.9","0","0","7.69","0","0","0"
"181_0ml-8","736.32","151.18","376.33","95.4","179.81","162.8","28.73","34.36","149.1","50.85","96.74","8.94","17.8","17.71","37.56","129.25","14.98","7.08","2633","36.9","0","0","7.69","0","0","0"
"181_0ml-9","735.55","150.22","376.33","98.78","179.81","169.11","29.64","35.59","154.88","50.85","102.73","9.3","18.61","17.71","37.56","132.57","14.98","7.08","2671","36.9","0","0","7.69","0","0","0"
"185_0ml-1","825.57","181.8","449.79","112.29","227.76","195.08","39.21","47.04","214.98","65.16","124.67","11.81","25.89","24.15","53.79","178.96","20.74","7.97","2635","38.4","0","0","7.72","0","0","0"
"185_0ml-10","824.03","181.8","448.88","114.82","227.01","199.99","40.13","47.86","219.6","64.79","132.65","12.16","26.7","24.96","53.79","182.28","20.74","7.97","2638","38.4","0","0","6.91","0","0","0"
"185_0ml-2","824.8","180.84","449.79","115.66","227.01","198.58","40.13","47.86","218.45","65.16","134.64","12.16","25.89","23.35","52.93","182.28","20.16","7.97","2646","38.4","0","0","7.72","0","0","0"
"185_0ml-3","824.8","181.8","449.79","114.82","227.76","200.69","40.13","48.27","220.76","65.16","132.65","12.16","26.7","24.96","53.79","183.38","20.74","7.97","2685","38.4","0","0","7.47","0","0","0"
"185_0ml-4","824.8","181.8","449.79","113.98","227.76","198.58","40.13","48.27","218.45","65.16","132.65","12.16","26.7","24.96","53.79","181.17","20.74","7.97","2658","38.4","0","0","7.47","0","0","0"
"185_0ml-5","824.8","181.8","449.79","115.66","227.01","198.58","40.13","47.86","218.45","65.16","132.65","12.16","26.7","24.96","53.79","182.28","20.74","7.97","2650","38.4","0","0","7.47","0","0","0"
"185_0ml-6","824.03","181.8","448.88","114.82","227.76","200.69","40.13","48.27","220.76","65.16","132.65","12.16","26.7","24.15","53.79","183.38","20.74","7.97","2646","38.4","0","0","7.47","0","0","0"
"185_0ml-7","824.03","181.8","448.88","114.82","227.01","200.69","40.13","48.27","220.76","64.79","131.65","12.16","25.89","24.15","53.79","182.28","20.74","7.97","2666","38.4","0","0","6.91","0","0","0"
"185_0ml-8","824.03","181.8","449.79","113.98","227.01","198.58","40.58","48.27","218.45","64.79","130.66","12.16","25.89","24.15","53.79","181.17","20.74","7.97","2640","38.4","0","0","6.91","0","0","0"
"185_0ml-9","824.03","181.8","448.88","113.98","227.01","199.99","40.13","47.86","220.76","65.16","132.65","12.16","26.7","24.96","53.79","182.28","20.74","7.97","2608","38.4","0","0","6.91","0","0","0"
"187_0ml-1","792.48","166.49","417.14","98.78","203.78","170.52","30.55","37.23","167.59","56.88","115.69","10.02","20.22","19.32","45.25","148.03","19.01","7.08","2623","37.4","0","0","7.69","0","0","0"
"187_0ml-10","791.71","166.49","417.14","103.84","203.78","179.64","31.46","38.45","176.84","56.5","108.71","10.37","21.84","20.13","44.39","153.55","19.01","7.08","2628","37.4","0","0","7.97","0","0","0"
"187_0ml-2","791.71","166.49","417.14","106.38","203.78","183.85","32.37","39.68","181.46","56.5","115.69","10.73","21.84","20.13","45.25","156.87","19.01","7.08","2667","37.4","0","0","8.02","0","0","0"
"187_0ml-3","791.71","166.49","417.14","103.84","203.78","178.94","31.46","38.45","176.84","56.5","108.71","10.37","21.03","20.13","45.25","153.55","19.01","7.08","2626","37.4","0","0","8.02","0","0","0"
"187_0ml-4","791.71","166.49","417.14","106.38","203.78","184.55","32.37","39.68","181.46","56.88","115.69","10.73","22.65","20.93","45.25","156.87","19.01","7.08","2626","37.4","0","0","8.02","0","0","0"
"187_0ml-5","791.71","166.49","417.14","103.84","203.78","178.23","31.46","38.45","175.68","56.88","108.71","10.37","21.84","20.13","45.25","152.45","19.01","7.08","2628","37.3","0","0","8.02","0","0","0"
"187_0ml-6","790.95","166.49","417.14","103.84","203.78","178.94","31.46","38.86","176.84","56.5","108.71","10.37","21.84","20.13","45.25","153.55","19.01","7.08","2606","37.4","0","0","8.02","0","0","0"
"187_0ml-7","790.95","166.49","417.14","106.38","203.78","183.85","32.83","40.09","181.46","56.5","115.69","10.73","22.65","20.93","45.25","156.87","19.01","7.08","2621","37.4","0","0","8.02","0","0","0"
"187_0ml-8","790.95","166.49","417.14","103.84","203.78","178.23","31.46","38.45","175.68","56.5","108.71","10.37","21.03","20.13","45.25","152.45","19.01","7.08","2634","37.4","0","0","8.02","0","0","0"
"187_0ml-9","791.71","166.49","417.14","103.84","203.78","178.94","31.46","38.45","175.68","56.5","108.71","10.37","21.84","20.13","45.25","153.55","19.01","7.08","2561","37.4","0","0","8.02","0","0","0"
"19_0ml-1","781.71","167.45","412.61","112.29","208.28","183.15","32.83","39.68","189.55","53.11","122.68","11.09","24.27","23.35","47.81","169.02","21.31","7.97","2648","38.5","0","0","7.18","0","0","0"
"19_0ml-10","780.94","167.45","412.61","119.89","208.28","195.78","34.65","42.13","202.26","52.36","121.68","11.81","25.08","24.15","46.96","178.96","21.31","8.85","2652","38.5","0","0","7.04","0","0","0"
"19_0ml-2","780.94","167.45","412.61","107.22","208.28","174.73","31.01","37.63","180.3","52.36","114.7","10.37","22.65","22.54","46.96","163.5","21.31","7.97","2654","38.5","0","0","7.18","0","0","0"
"19_0ml-3","780.94","167.45","412.61","109.75","208.28","177.53","31.92","38.45","183.77","52.36","114.7","10.73","23.46","22.54","46.96","165.71","21.31","7.97","2692","38.5","0","0","7.18","0","0","0"
"19_0ml-4","780.94","167.45","412.61","113.13","208.28","183.15","32.83","39.68","188.39","52.36","121.68","11.09","24.27","23.35","46.96","169.02","21.89","7.97","2652","38.5","0","0","7.08","0","0","0"
"19_0ml-5","780.94","167.45","412.61","109.75","208.28","178.23","31.92","38.86","183.77","52.73","115.69","10.73","24.27","23.35","47.81","165.71","21.89","7.97","2651","38.5","0","0","7.08","0","0","0"
"19_0ml-6","780.94","168.41","412.61","112.29","208.28","182.45","32.83","39.68","188.39","53.11","122.68","11.09","25.08","24.15","47.81","169.02","21.89","8.85","2664","38.5","0","0","7.08","0","0","0"
"19_0ml-7","780.17","167.45","412.61","112.29","208.28","182.45","32.83","39.68","188.39","53.11","122.68","11.09","25.08","24.15","47.81","170.13","21.89","8.85","2657","38.5","0","0","7.08","0","0","0"
"19_0ml-8","780.17","167.45","412.61","108.91","208.28","177.53","31.92","38.45","183.77","52.36","114.7","10.73","23.46","22.54","46.96","165.71","21.89","7.97","2639","38.5","0","0","7.08","0","0","0"
"19_0ml-9","780.17","167.45","412.61","112.29","208.28","183.15","32.83","39.68","188.39","52.73","122.68","11.09","25.08","24.15","46.96","170.13","21.89","8.85","2661","38.5","0","0","7.04","0","0","0"
"192_0ml-1","766.32","159.79","387.22","97.93","198.54","165.6","31.01","36.82","159.5","53.86","100.73","10.02","19.42","16.91","39.27","119.31","17.86","7.08","2655","38","0","0","7.49","0","0","0"
"192_0ml-10","764.79","160.75","387.22","101.31","198.54","171.92","31.92","38.45","166.43","53.86","94.75","10.37","20.22","17.71","39.27","123.73","17.86","7.08","2658","38","0","0","8.02","0","0","0"
"192_0ml-2","765.56","159.79","387.22","104.69","198.54","175.43","32.83","39.27","169.9","53.86","100.73","10.73","20.22","17.71","39.27","127.04","17.86","7.08","2694","38","0","0","7.49","0","0","0"
"192_0ml-3","765.56","160.75","387.22","103.84","198.54","174.02","32.83","39.27","167.59","53.86","101.73","10.73","21.03","18.52","39.27","132.57","17.86","7.08","2656","38","0","0","7.49","0","0","0"
"192_0ml-4","765.56","160.75","387.22","105.53","198.54","177.53","33.29","39.68","171.06","53.86","100.73","10.73","20.22","18.52","39.27","127.04","17.86","7.08","2623","38","0","0","8.07","0","0","0"
"192_0ml-5","764.79","160.75","387.22","101.31","198.54","172.62","31.92","38.45","166.43","53.86","94.75","10.37","20.22","17.71","39.27","123.73","17.86","7.08","2638","38","0","0","8.07","0","0","0"
"192_0ml-6","764.79","159.79","387.22","103.84","198.54","177.53","32.83","39.68","171.06","53.86","100.73","10.73","21.03","18.52","39.27","127.04","17.86","7.08","2655","38","0","0","8.07","0","0","0"
"192_0ml-7","764.79","160.75","387.22","104.69","198.54","178.94","33.29","40.09","172.21","53.86","100.73","10.73","21.03","18.52","39.27","127.04","17.86","7.08","2658","38","0","0","8.07","0","0","0"
"192_0ml-8","764.79","160.75","387.22","103.84","198.54","176.83","32.83","39.68","171.06","53.86","100.73","10.37","21.03","18.52","39.27","127.04","17.86","7.08","2666","38","0","0","8.02","0","0","0"
"192_0ml-9","764.79","160.75","387.22","94.56","198.54","161.39","30.09","36","156.03","53.86","94.75","9.66","19.42","16.91","39.27","115.99","17.86","6.2","2654","38","0","0","8.02","0","0","0"
"199_0ml-1","775.56","161.71","406.26","107.22","207.53","185.95","33.74","40.91","180.3","56.5","114.7","10.73","20.22","19.32","44.39","154.66","16.13","7.08","2633","31.5","0","0","7.61","0","0","0"
"199_0ml-10","773.25","161.71","406.26","108.07","206.78","188.06","33.74","41.32","181.46","56.12","114.7","10.73","21.84","20.93","44.39","155.76","16.71","7.08","2612","31.6","0","0","7.17","0","0","0"
"199_0ml-2","774.79","162.66","407.17","108.91","207.53","190.16","34.2","41.32","183.77","56.12","114.7","10.73","21.03","20.93","44.39","156.87","16.71","7.08","2623","31.5","0","0","7.61","0","0","0"
"199_0ml-3","774.79","162.66","407.17","101.31","207.53","174.73","31.46","38.45","168.75","56.12","114.7","10.02","20.22","20.13","45.25","148.03","16.71","7.08","2627","31.5","0","0","7.34","0","0","0"
