"Records","410","435","460","485","510","535","560","585","610","645","680","705","730","760","810","860","900","940","Capacitity Moist","Temp","Moist","EC (u/10 gram)","Ph","Nitro (mg/10 g)","Posh Nitro (mg/10 g)","Pota Nitro (mg/10 g)"
"142_25ml-3","733.24","149.27","367.26","97.09","180.56","164.2","30.09","35.59","154.88","48.59","96.74","9.66","18.61","17.71","38.42","120.41","15.55","7.08","2384","38.5","16.6","2","7.44","0.15","0.21","0.53"
"142_25ml-4","732.47","149.27","368.17","97.93","180.56","165.6","30.09","35.59","156.03","48.97","97.74","9.66","19.42","18.52","38.42","121.52","16.13","7.08","2386","38.5","16.9","2","7.1","0.15","0.21","0.53"
"142_25ml-5","732.47","150.22","368.17","97.09","180.56","164.2","30.09","35.18","154.88","48.97","97.74","9.66","19.42","18.52","38.42","120.41","16.13","7.08","2392","38.5","16.9","2","7.1","0.15","0.21","0.53"
"142_25ml-6","732.47","149.27","367.26","98.78","180.56","164.2","30.09","35.59","154.88","48.59","96.74","10.02","19.42","18.52","38.42","128.15","16.13","7.08","2382","38.5","16.9","2","7.1","0.15","0.21","0.53"
"142_25ml-7","733.24","150.22","367.26","97.93","180.56","165.6","30.09","35.59","156.03","48.59","97.74","9.66","18.61","18.52","38.42","120.41","16.13","7.08","2382","38.5","16.8","2","7.1","0.15","0.21","0.53"
"142_25ml-8","732.47","149.27","367.26","97.09","179.81","164.9","30.55","35.59","154.88","48.59","97.74","9.66","18.61","17.71","38.42","120.41","16.13","7.08","2384","38.5","16.8","2","7.02","0.15","0.21","0.53"
"142_25ml-9","732.47","149.27","367.26","95.4","180.56","161.39","29.64","34.77","152.57","48.97","90.76","9.66","18.61","18.52","38.42","119.31","16.13","7.08","2373","38.5","16.8","2","7.02","0.15","0.21","0.53"
"15_25ml-1","696.31","136.83","345.5","83.58","163.33","148.06","21.43","25.77","105.18","39.55","67.82","7.15","14.56","14.49","29.03","81.75","12.67","6.2","2380","36.8","20.4","2","7.5","0.15","0.21","0.53"
"15_25ml-10","694.77","136.83","345.5","92.02","164.07","162.8","23.71","28.23","116.74","39.55","71.81","7.87","15.37","16.1","29.03","88.38","12.67","6.2","2379","36.8","20.3","2","7.36","0.15","0.21","0.53"
"15_25ml-2","695.54","136.83","345.5","89.49","164.07","157.89","23.25","27.41","113.27","39.55","67.82","7.51","15.37","15.3","29.03","87.27","12.67","6.2","2394","36.8","20.4","2","7.02","0.15","0.21","0.53"
"15_25ml-3","695.54","136.83","345.5","92.87","164.07","163.5","23.71","28.23","116.74","39.55","72.81","7.87","15.37","16.1","29.03","89.48","12.67","6.2","2399","36.8","20.4","2","7.02","0.15","0.21","0.53"
"15_25ml-4","694.77","136.83","345.5","92.02","164.07","162.1","23.71","28.23","115.58","39.55","72.81","7.87","15.37","16.1","29.03","88.38","12.67","6.2","2309","36.8","20.4","2","7.02","0.15","0.21","0.53"
"15_25ml-5","694.77","136.83","345.5","86.11","163.33","150.17","21.89","26.18","107.49","39.55","71.81","7.15","14.56","14.49","29.03","83.96","12.67","6.2","2397","36.8","20.3","2","7.02","0.15","0.21","0.53"
"15_25ml-6","694.77","136.83","345.5","89.49","164.07","157.89","23.25","27.41","113.27","39.55","67.82","7.51","15.37","15.3","29.03","87.27","12.67","6.2","2383","36.8","20.3","2","6.89","0.15","0.21","0.53"
"15_25ml-7","694.77","136.83","345.5","92.02","164.07","162.8","23.71","28.23","115.58","39.55","72.81","7.87","15.37","15.3","29.03","88.38","12.67","6.2","2386","36.8","20.3","2","6.89","0.15","0.21","0.53"
"15_25ml-8","694.77","136.83","345.5","89.49","164.07","157.89","23.25","27.41","113.27","39.55","67.82","7.51","15.37","15.3","29.03","86.17","12.67","6.2","2381","36.8","20.3","2","6.89","0.15","0.21","0.53"
"15_25ml-9","694.77","136.83","345.5","91.18","164.07","161.39","23.71","28.23","115.58","39.55","73.81","7.87","15.37","15.3","29.03","88.38","12.67","6.2","2381","36.8","20.3","2","6.89","0.15","0.21","0.53"
"150_25ml-1","678.61","128.22","323.74","94.56","152.09","166.31","24.62","28.63","116.74","36.54","63.83","7.87","15.37","16.1","26.47","80.64","10.95","6.2","2367","30.2","15.3","2","7.92","0.15","0.21","0.53"
"150_25ml-10","678.61","128.22","324.64","87.8","151.34","152.97","22.34","25.77","106.33","35.78","63.83","7.15","13.75","14.49","26.47","75.12","10.37","6.2","2364","30.3","14.9","2","7.44","0.15","0.21","0.53"
"150_25ml-2","678.61","128.22","323.74","85.27","152.09","148.76","22.34","25.36","105.18","36.54","60.84","7.15","13.75","14.49","26.47","74.02","10.95","6.2","2367","30.2","15.3","2","7.92","0.15","0.21","0.53"
"150_25ml-3","678.61","128.22","323.74","86.11","152.09","149.46","22.34","25.36","105.18","36.54","59.84","7.15","13.75","14.49","26.47","74.02","10.95","6.2","2343","30.2","15.1","2","7.81","0.15","0.21","0.53"
"150_25ml-4","677.84","128.22","323.74","87.8","152.09","153.67","22.8","26.18","107.49","36.54","63.83","7.15","13.75","14.49","26.47","75.12","10.95","6.2","2365","30.2","15.1","2","7.81","0.15","0.21","0.53"
"150_25ml-5","677.84","128.22","323.74","85.27","152.09","149.46","21.89","25.36","104.02","36.16","59.84","7.15","13.75","14.49","26.47","72.91","10.95","6.2","2366","30.2","15","2","7.81","0.15","0.21","0.53"
"150_25ml-6","678.61","128.22","323.74","86.96","152.09","152.27","22.34","25.77","106.33","36.16","63.83","7.15","13.75","14.49","26.47","75.12","10.37","6.2","2368","30.2","15","2","7.81","0.15","0.21","0.53"
"150_25ml-7","676.3","128.22","322.83","85.27","151.34","148.76","21.89","24.95","104.02","36.16","59.84","7.15","13.75","14.49","26.47","72.91","10.37","6.2","2356","30.3","15","2","7.44","0.15","0.21","0.53"
"150_25ml-8","677.07","128.22","322.83","92.87","151.34","164.2","24.17","27.41","115.58","36.16","64.83","7.51","14.56","15.3","26.47","79.54","10.37","6.2","2370","30.3","14.9","2","7.44","0.15","0.21","0.53"
"150_25ml-9","677.84","128.22","323.74","85.27","152.09","148.76","21.89","24.95","104.02","35.78","59.84","7.15","13.75","14.49","26.47","72.91","10.37","6.2","2367","30.3","14.9","2","7.44","0.15","0.21","0.53"
"151_25ml-1","721.7","143.53","346.41","95.4","175.31","159.99","25.99","31.91","149.1","44.45","95.75","8.94","18.61","18.52","38.42","120.41","16.13","7.08","2487","37.9","0","0","7.2","0","0","0"
"151_25ml-10","720.93","143.53","347.31","93.71","175.31","156.48","25.53","31.09","145.63","44.82","90.76","8.94","18.61","17.71","38.42","118.2","16.13","7.08","2490","37.9","18.6","2.35","7.11","0.17","0.23","0.59"
"151_25ml-2","720.93","143.53","347.31","93.71","175.31","155.78","25.53","31.09","144.47","44.45","90.76","8.59","17.8","17.71","37.56","117.1","16.13","7.08","2491","37.9","18.9","2.27","7.54","0.17","0.23","0.58"
"151_25ml-3","721.7","143.53","346.41","96.25","175.31","160.69","26.45","32.32","150.25","44.45","96.74","9.3","18.61","18.52","38.42","120.41","16.13","7.08","2492","37.9","18.9","2.28","7.54","0.17","0.23","0.58"
"151_25ml-4","720.93","143.53","346.41","89.49","175.31","148.06","24.17","29.86","137.54","44.45","97.74","8.59","17.8","16.91","38.42","112.68","16.13","6.2","2471","37.9","18.8","2.29","7.54","0.17","0.23","0.58"
"151_25ml-5","720.93","143.53","347.31","93.71","175.31","155.78","25.53","31.09","144.47","44.82","90.76","8.94","18.61","17.71","38.42","118.2","16.13","7.08","2496","37.9","18.7","2.3","7.54","0.17","0.23","0.58"
"151_25ml-6","720.93","144.48","348.22","93.71","175.31","155.78","25.53","31.09","145.63","44.82","90.76","8.94","18.61","17.71","38.42","118.2","16.13","7.08","2490","37.9","18.7","2.32","7.2","0.17","0.23","0.59"
"151_25ml-7","720.93","143.53","347.31","93.71","175.31","156.48","25.53","31.09","145.63","44.82","90.76","8.94","18.61","17.71","38.42","118.2","16.13","7.08","2492","37.9","18.7","2.33","7.2","0.17","0.23","0.59"
"151_25ml-8","720.93","144.48","347.31","96.25","175.31","160.69","26.45","31.91","150.25","44.82","97.74","8.94","18.61","18.52","38.42","121.52","16.13","7.08","2496","37.9","18.7","2.33","7.2","0.17","0.23","0.59"
"151_25ml-9","720.93","144.48","347.31","93.71","175.31","156.48","25.53","31.09","145.63","44.82","90.76","8.94","18.61","17.71","38.42","117.1","16.13","7.08","2492","37.9","18.6","2.34","7.2","0.17","0.23","0.59"
"153_25ml-1","777.1","158.84","393.56","97.93","189.55","167.01","21.89","25.36","131.76","38.04","85.77","7.87","16.99","16.1","34.15","115.99","14.98","6.2","2397","38.5","10.7","1.16","7.16","0.11","0.15","0.39"
"153_25ml-10","774.02","158.84","391.75","91.18","188.8","153.67","20.06","23.32","121.36","37.67","84.78","7.15","16.18","15.3","34.15","108.26","14.98","6.2","2404","38.5","11.2","1.18","7.92","0.11","0.15","0.39"
"153_25ml-2","776.33","158.84","393.56","101.31","189.55","171.22","22.34","26.18","134.07","37.67","91.76","8.23","17.8","16.91","34.15","124.83","14.98","7.08","2365","38.5","10.7","1.17","7.16","0.11","0.15","0.39"
"153_25ml-3","776.33","158.84","392.66","97.93","188.8","167.01","21.89","25.36","131.76","37.67","85.77","7.87","16.99","16.91","34.15","115.99","14.98","6.2","2399","38.5","10.7","1.18","7.16","0.11","0.15","0.39"
"153_25ml-4","775.56","158.84","392.66","107.22","188.8","183.85","23.71","27.41","144.47","37.67","91.76","8.59","18.61","17.71","34.15","125.94","14.98","7.08","2389","38.5","11.1","1.18","7.97","0.11","0.15","0.39"
"153_25ml-5","774.79","158.84","392.66","97.93","188.8","166.31","21.43","24.95","131.76","37.67","84.78","7.87","16.99","16.1","34.15","114.89","14.98","6.2","2387","38.5","11.1","1.18","7.97","0.11","0.15","0.39"
"153_25ml-6","774.79","158.84","392.66","99.62","188.8","169.81","22.34","25.77","134.07","37.67","91.76","7.87","17.8","16.91","34.15","117.1","14.98","6.2","2395","38.5","11","1.18","7.97","0.11","0.15","0.39"
"153_25ml-7","774.79","158.84","391.75","100.47","188.8","171.92","22.34","25.77","135.23","37.67","91.76","7.87","17.8","16.91","34.15","118.2","14.98","6.2","2386","38.5","11.2","1.18","7.97","0.11","0.15","0.39"
"153_25ml-8","774.79","158.84","391.75","99.62","188.8","169.81","21.89","25.77","134.07","37.67","91.76","7.87","17.8","16.91","34.15","117.1","14.98","6.2","2395","38.5","11.2","1.18","7.92","0.11","0.15","0.39"
"153_25ml-9","774.79","158.84","392.66","100.47","188.8","171.92","22.34","25.77","135.23","37.67","91.76","7.87","17.8","16.91","34.15","118.2","14.98","6.2","2378","38.5","11.1","1.18","7.92","0.11","0.15","0.39"
"156_25ml-1","651.68","123.43","308.32","82.74","141.6","141.75","19.15","21.27","84.37","29.38","53.86","6.08","12.13","12.08","21.34","54.13","10.37","6.2","2634","36.4","15.6","2","7.66","0.15","0.21","0.53"
"156_25ml-10","650.14","123.43","308.32","82.74","141.6","141.04","19.15","21.27","84.37","29","53.86","6.08","12.13","12.08","20.49","54.13","10.37","6.2","2639","36.4","15.5","2","8.07","0.15","0.21","0.53"
"156_25ml-2","650.91","123.43","308.32","81.89","141.6","139.64","19.15","21.27","83.22","29.38","53.86","6.08","12.13","12.08","21.34","54.13","10.37","6.2","2636","36.4","15.6","2","7.66","0.15","0.21","0.53"
"156_25ml-3","650.14","123.43","308.32","77.67","141.6","130.52","17.78","20.04","77.44","29.38","52.86","5.72","11.33","11.27","21.34","50.82","10.37","5.31","2648","36.4","15.6","2","7.66","0.15","0.21","0.53"
"156_25ml-4","650.14","123.43","308.32","83.58","141.6","139.64","19.15","21.27","83.22","29.38","52.86","6.08","12.13","12.08","21.34","54.13","10.37","6.2","2639","36.4","15.6","2","7.66","0.15","0.21","0.53"
"156_25ml-5","650.14","123.43","308.32","80.21","141.6","136.83","18.7","20.86","80.91","29.38","48.87","6.08","11.33","12.08","21.34","53.03","10.37","6.2","2627","36.4","15.6","2","7.88","0.15","0.21","0.53"
"156_25ml-6","650.14","123.43","308.32","82.74","141.6","141.04","19.15","21.27","84.37","29.38","53.86","6.08","12.13","12.08","21.34","54.13","10.37","6.2","2630","36.4","15.6","2","7.88","0.15","0.21","0.53"
"156_25ml-7","650.14","123.43","308.32","81.89","141.6","139.64","19.15","21.27","83.22","29.38","53.86","6.08","12.13","12.08","21.34","54.13","10.37","6.2","2634","36.4","15.6","2","7.88","0.15","0.21","0.53"
"156_25ml-8","649.38","123.43","308.32","76.83","141.6","130.52","17.78","19.64","77.44","29.38","52.86","5.72","11.33","11.27","21.34","50.82","10.37","5.31","2634","36.4","15.6","2","7.88","0.15","0.21","0.53"
"156_25ml-9","650.14","123.43","307.41","80.21","140.85","136.83","18.24","20.45","80.91","29","48.87","6.08","11.33","12.08","20.49","53.03","10.37","5.31","2634","36.4","15.6","2","7.88","0.15","0.21","0.53"
"168_25ml-1","696.31","137.79","340.97","90.34","158.83","150.87","22.8","26.18","113.27","36.16","69.82","7.51","14.56","13.69","27.32","82.85","12.67","6.2","2394","37.6","13.8","1.79","7.17","0.14","0.19","0.5"
"168_25ml-10","695.54","137.79","340.06","90.34","158.83","151.57","22.8","26.59","113.27","36.16","68.82","7.87","14.56","14.49","27.32","82.85","12.67","6.2","2398","37.6","13.7","1.82","7.88","0.14","0.2","0.5"
"168_25ml-2","696.31","137.79","340.97","87.8","158.83","145.96","21.89","25.36","109.8","36.16","64.83","7.51","13.75","13.69","27.32","80.64","12.67","6.2","2376","37.6","13.8","1.79","7.17","0.14","0.19","0.5"
"168_25ml-3","695.54","137.79","340.06","87.8","158.83","145.96","22.34","25.36","109.8","36.16","64.83","7.51","13.75","13.69","27.32","80.64","12.67","6.2","2406","37.6","13.8","1.79","7.17","0.14","0.19","0.5"
"168_25ml-4","695.54","137.79","340.97","90.34","158.83","150.87","22.8","26.18","113.27","36.16","70.81","7.87","14.56","13.69","27.32","82.85","12.67","6.2","2396","37.6","13.8","1.79","7.87","0.14","0.19","0.5"
"168_25ml-5","695.54","137.79","340.97","87.8","158.83","145.96","21.89","25.36","109.8","36.16","64.83","7.51","13.75","13.69","27.32","80.64","12.67","6.2","2378","37.6","13.8","1.8","7.87","0.14","0.19","0.5"
"168_25ml-6","694.77","137.79","340.06","87.8","158.83","145.96","22.34","25.77","109.8","36.16","64.83","7.51","13.75","13.69","27.32","80.64","12.67","6.2","2395","37.6","13.7","1.81","7.87","0.14","0.19","0.5"
"168_25ml-7","695.54","137.79","340.06","90.34","158.83","150.87","22.8","26.59","113.27","36.16","69.82","7.87","14.56","13.69","27.32","82.85","12.67","6.2","2398","37.6","13.7","1.81","7.87","0.14","0.19","0.5"
"168_25ml-8","695.54","137.79","340.06","87.8","158.83","145.96","22.34","25.77","109.8","36.16","64.83","7.51","14.56","13.69","27.32","80.64","12.67","6.2","2390","37.6","13.7","1.81","7.88","0.14","0.19","0.5"
"168_25ml-9","694.77","137.79","340.06","90.34","158.83","150.87","22.8","26.59","113.27","36.16","69.82","7.87","14.56","13.69","27.32","82.85","12.67","6.2","2392","37.6","13.7","1.81","7.88","0.14","0.2","0.5"
"171_25ml-1","667.84","127.26","319.2","84.43","145.34","143.15","20.52","23.32","89","32.02","56.85","6.44","12.13","12.88","22.2","61.86","10.37","6.2","2495","35.4","11.6","1.73","7.46","0.14","0.19","0.49"
"171_25ml-10","665.53","127.26","318.3","82.74","145.34","139.64","20.06","22.5","86.68","32.02","52.86","6.44","12.13","12.08","22.2","59.65","10.37","6.2","2472","35.4","11.9","1.75","8.02","0.14","0.19","0.49"
"171_25ml-2","666.3","127.26","319.2","84.43","145.34","143.15","20.52","23.32","89","32.02","56.85","6.44","12.13","12.88","22.2","60.76","10.37","6.2","2475","35.4","11.8","1.73","7.88","0.14","0.19","0.49"
"171_25ml-3","666.3","127.26","319.2","76.83","145.34","129.12","18.24","20.86","79.75","32.02","52.86","6.08","11.33","11.27","22.2","56.34","10.37","5.31","2468","35.4","11.8","1.74","7.88","0.14","0.19","0.49"
"171_25ml-4","665.53","127.26","319.2","84.43","145.34","143.15","20.52","23.32","89","32.02","56.85","6.44","12.13","12.88","22.2","61.86","10.37","6.2","2473","35.4","11.8","1.74","7.88","0.14","0.19","0.49"
"171_25ml-5","665.53","127.26","318.3","81.89","145.34","138.94","19.61","22.5","86.68","32.02","52.86","6.44","12.13","12.08","22.2","59.65","10.37","6.2","2464","35.4","11.8","1.73","7.88","0.14","0.19","0.49"
"171_25ml-6","665.53","127.26","318.3","91.18","145.34","155.08","21.89","24.95","95.93","32.02","56.85","7.15","12.94","13.69","22.2","65.18","10.37","6.2","2475","35.4","11.9","1.74","8.07","0.14","0.19","0.49"
"171_25ml-7","665.53","127.26","319.2","84.43","145.34","143.85","20.52","23.32","89","32.39","56.85","6.44","12.13","12.88","22.2","61.86","10.37","6.2","2473","35.4","11.9","1.74","8.07","0.14","0.19","0.49"
"171_25ml-8","665.53","127.26","319.2","85.27","145.34","141.75","20.06","23.32","87.84","32.02","56.85","6.44","12.13","12.88","22.2","60.76","10.37","6.2","2473","35.4","11.9","1.74","8.07","0.14","0.19","0.49"
"171_25ml-9","666.3","127.26","319.2","78.52","145.34","132.62","19.15","21.68","82.06","32.02","56.85","6.08","11.33","12.08","22.2","57.44","10.37","5.31","2478","35.4","11.9","1.74","8.07","0.14","0.19","0.49"
"179_25ml-1","699.39","135.87","336.43","92.02","161.08","158.59","21.89","25.36","107.49","35.78","64.83","7.15","14.56","15.3","26.47","77.33","11.52","6.2","2396","32.8","0","1.15","7.19","0.11","0.15","0.39"
"179_25ml-10","696.31","135.87","336.43","90.34","160.33","156.48","21.89","25.36","106.33","35.41","65.83","7.15","14.56","14.49","26.47","76.22","11.52","6.2","2345","32.9","0","1.2","7.08","0.11","0.15","0.39"
"179_25ml-2","698.62","135.87","336.43","89.49","161.08","153.67","21.43","24.54","104.02","35.78","60.84","7.15","14.56","14.49","26.47","75.12","11.52","6.2","2368","32.8","0","1.16","7.19","0.11","0.15","0.39"
"179_25ml-3","697.85","135.87","336.43","91.18","161.08","156.48","21.89","24.95","106.33","35.78","65.83","7.15","14.56","14.49","26.47","76.22","11.52","6.2","2353","32.8","0","1.16","7.19","0.11","0.15","0.39"
"179_25ml-4","697.08","135.87","336.43","91.18","161.08","156.48","21.89","25.36","106.33","35.78","65.83","7.15","14.56","14.49","26.47","76.22","11.52","6.2","2269","32.8","0","1.17","7.19","0.11","0.15","0.39"
"179_25ml-5","697.08","135.87","336.43","91.18","161.08","157.89","21.89","25.36","107.49","35.78","65.83","7.15","14.56","15.3","26.47","76.22","11.52","6.2","2353","32.8","0","1.18","7.1","0.11","0.15","0.39"
"179_25ml-6","697.08","135.87","336.43","92.02","160.33","159.29","21.89","25.36","107.49","35.78","65.83","7.15","14.56","15.3","26.47","77.33","11.52","6.2","2390","32.8","0","1.18","7.1","0.11","0.15","0.39"
"179_25ml-7","697.08","135.87","336.43","88.65","160.33","153.67","21.43","24.54","104.02","35.78","60.84","7.15","14.56","14.49","26.47","75.12","11.52","6.2","2362","32.9","0","1.18","7.1","0.11","0.15","0.39"
"179_25ml-8","696.31","134.92","336.43","91.18","161.08","157.89","21.89","24.95","106.33","35.41","65.83","7.15","14.56","14.49","26.47","76.22","11.52","6.2","2348","32.9","0","1.19","7.1","0.11","0.15","0.39"
"179_25ml-9","697.08","135.87","336.43","89.49","160.33","153.67","21.43","24.54","104.02","35.41","60.84","7.15","14.56","14.49","26.47","75.12","11.52","6.2","2348","32.9","0","1.19","7.08","0.11","0.15","0.39"
"180_25ml-1","679.38","133","334.62","87.8","158.83","155.08","23.71","26.59","114.42","36.54","67.82","7.15","15.37","15.3","29.03","82.85","12.1","6.2","2429","36.1","14.6","1.57","7.03","0.13","0.18","0.46"
"180_25ml-10","678.61","133","334.62","91.18","158.83","159.99","24.62","27.41","116.74","36.16","72.81","7.51","16.18","16.1","28.17","88.38","12.1","6.2","2459","36.2","13.9","1.59","7.97","0.13","0.18","0.46"
"180_25ml-2","679.38","133","335.53","90.34","158.83","160.69","24.62","27.41","117.89","36.54","72.81","7.51","16.18","15.3","28.17","85.06","12.1","6.2","2448","36.1","14.1","1.58","7.04","0.13","0.18","0.46"
"180_25ml-3","678.61","133","335.53","90.34","159.58","160.69","24.62","27.41","117.89","36.16","72.81","7.51","15.37","15.3","28.17","83.96","12.1","6.2","2429","36.2","14","1.57","7.04","0.13","0.18","0.46"
"180_25ml-4","678.61","133","335.53","83.58","159.58","148.06","22.8","25.36","108.64","36.16","71.81","6.8","14.56","14.49","28.17","79.54","12.1","6.2","2433","36.1","14","1.58","7.04","0.13","0.18","0.46"
"180_25ml-5","678.61","133","335.53","86.96","158.83","155.08","23.71","26.59","113.27","36.16","67.82","7.15","15.37","15.3","28.17","81.75","12.1","6.2","2427","36.2","14","1.58","7.04","0.13","0.18","0.46"
"180_25ml-6","678.61","133","334.62","89.49","158.83","159.99","24.62","27.41","117.89","36.16","72.81","7.51","15.37","15.3","28.17","83.96","12.1","6.2","2437","36.2","14","1.58","7.04","0.13","0.18","0.46"
"180_25ml-7","678.61","133","334.62","87.8","158.83","155.78","23.71","26.59","114.42","36.16","67.82","7.15","15.37","15.3","28.17","81.75","12.1","6.2","2440","36.2","13.9","1.58","7.84","0.13","0.18","0.46"
"180_25ml-8","678.61","133","334.62","86.96","158.83","154.38","23.71","26.18","113.27","36.16","67.82","7.15","15.37","15.3","28.17","81.75","12.1","6.2","2431","36.2","13.9","1.59","7.84","0.13","0.18","0.46"
"180_25ml-9","678.61","133","335.53","82.74","159.58","146.66","22.8","25.36","107.49","36.16","71.81","6.8","14.56","14.49","28.17","78.43","12.1","6.2","2420","36.2","13.9","1.59","7.84","0.13","0.18","0.46"
"181_25ml-1","705.54","137.79","346.41","86.96","160.33","150.17","21.89","25.36","122.51","36.54","71.81","7.15","15.37","15.3","29.88","91.69","12.1","6.2","2389","37","0","1","7.87","0.1","0.14","0.36"
"181_25ml-10","706.31","137.79","347.31","86.96","160.33","150.87","21.89","25.36","122.51","36.54","71.81","7.15","15.37","15.3","29.88","91.69","12.1","6.2","2391","37","0","1","8.07","0.1","0.14","0.36"
"181_25ml-2","705.54","137.79","346.41","91.18","160.33","156.48","22.8","26.59","127.14","36.54","76.8","7.87","16.18","16.1","29.88","100.53","12.1","6.2","2388","37","0","1","7.87","0.1","0.14","0.36"
"181_25ml-3","705.54","137.79","346.41","89.49","160.33","155.78","22.34","26.18","127.14","36.54","76.8","7.51","16.18","15.3","30.73","93.9","12.1","6.2","2393","37","0","1","7.87","0.1","0.14","0.36"
"181_25ml-4","704.77","137.79","346.41","86.96","160.33","150.87","21.89","25.36","122.51","36.54","71.81","7.15","15.37","15.3","29.88","91.69","12.1","6.2","2399","37","0","1","7.87","0.1","0.14","0.36"
"181_25ml-5","705.54","137.79","347.31","90.34","160.33","153.67","22.34","26.18","124.83","36.54","76.8","7.51","16.18","15.3","29.88","93.9","12.1","6.2","2395","37","0","1","7.88","0.1","0.14","0.36"
"181_25ml-6","705.54","137.79","347.31","89.49","160.33","155.78","22.34","26.18","127.14","36.54","76.8","7.51","16.18","16.1","29.88","93.9","12.1","6.2","2392","37","0","1","7.88","0.1","0.14","0.36"
"181_25ml-7","705.54","137.79","347.31","89.49","160.33","156.48","22.34","26.18","127.14","36.54","76.8","7.51","16.18","16.1","29.88","95","12.1","6.2","2387","37","0","1","7.88","0.1","0.14","0.36"
"181_25ml-8","705.54","137.79","347.31","89.49","161.08","153.67","22.34","26.18","124.83","36.54","76.8","7.51","16.18","15.3","29.88","99.42","12.1","6.2","2376","37","0","1","7.88","0.1","0.14","0.36"
"181_25ml-9","706.31","137.79","347.31","96.25","161.08","167.71","24.17","28.23","136.38","36.54","76.8","7.87","16.99","16.91","29.88","100.53","12.1","6.2","2398","37","0","1","8.07","0.1","0.14","0.36"
"185_25ml-1","704","139.7","342.78","90.34","164.82","149.46","27.36","31.91","127.14","43.69","75.8","8.59","15.37","14.49","31.59","96.11","14.4","6.2","2319","38.4","13.8","2","7.18","0.15","0.21","0.53"
"185_25ml-10","703.23","139.7","342.78","92.02","164.82","152.27","28.27","32.73","129.45","43.69","81.78","8.94","15.37","15.3","31.59","98.32","14.4","7.08","2323","38.4","13.6","2","7.05","0.15","0.21","0.53"
"185_25ml-2","704","139.7","342.78","86.11","164.82","139.64","25.99","29.86","117.89","43.69","75.8","8.59","13.75","13.69","31.59","96.11","14.4","6.2","2318","38.4","13.7","2","7.18","0.15","0.21","0.53"
"185_25ml-3","704","139.7","342.78","92.87","164.82","154.38","28.27","32.73","130.61","43.69","80.79","8.94","15.37","15.3","31.59","99.42","14.4","7.08","2317","38.4","13.7","2","7.18","0.15","0.21","0.53"
"185_25ml-4","703.23","139.7","342.78","92.87","164.82","153.67","28.27","32.73","130.61","43.69","80.79","8.94","15.37","15.3","31.59","99.42","14.4","7.08","2322","38.4","13.7","2","7.18","0.15","0.21","0.53"
"185_25ml-5","703.23","139.7","342.78","93.71","164.82","155.08","28.73","33.13","131.76","43.69","81.78","8.94","15.37","15.3","31.59","99.42","14.4","7.08","2326","38.4","13.7","2","7.08","0.15","0.21","0.53"
"185_25ml-6","703.23","139.7","342.78","90.34","164.82","149.46","27.36","31.91","127.14","43.69","75.8","8.94","15.37","15.3","31.59","96.11","14.4","6.2","2315","38.4","13.7","2","7.08","0.15","0.21","0.53"
"185_25ml-7","703.23","139.7","342.78","94.56","164.82","153.67","28.27","33.13","130.61","43.69","81.78","9.3","15.37","15.3","31.59","103.84","14.4","7.08","2319","38.4","13.7","2","7.08","0.15","0.21","0.53"
"185_25ml-8","703.23","139.7","342.78","94.56","164.82","154.38","28.73","33.13","131.76","43.69","80.79","9.3","15.37","15.3","31.59","103.84","14.4","7.08","2325","38.4","13.7","2","7.08","0.15","0.21","0.53"
"185_25ml-9","703.23","139.7","342.78","92.87","164.82","153.67","28.27","32.73","130.61","43.69","81.78","8.94","15.37","15.3","31.59","98.32","14.4","6.2","2323","38.4","13.7","2","7.05","0.15","0.21","0.53"
"187_25ml-1","913.28","185.63","469.74","103.84","207.53","187.36","25.99","30.27","138.7","42.94","90.76","8.59","17.8","16.1","35.86","131.46","16.13","6.2","2436","37.4","15.1","2","6.98","0.15","0.21","0.53"
"187_25ml-10","892.51","181.8","460.67","105.53","206.78","185.95","25.99","30.27","139.85","42.94","92.76","8.59","17.8","16.1","35.86","131.46","16.13","6.2","2439","37.4","14.7","2","6.91","0.15","0.21","0.53"
"187_25ml-2","910.97","184.67","467.92","102.16","207.53","183.15","25.53","29.45","135.23","42.94","85.77","8.59","17.8","16.1","35.86","128.15","16.13","6.2","2449","37.4","15.1","2","6.98","0.15","0.21","0.53"
"187_25ml-3","911.74","184.67","467.02","97.93","207.53","175.43","24.17","28.23","129.45","42.94","91.76","8.23","16.99","15.3","35.86","123.73","16.13","6.2","2481","37.4","14.9","2","6.98","0.15","0.21","0.53"
"187_25ml-4","907.89","184.67","466.11","102.16","207.53","182.45","25.53","29.45","136.38","42.94","85.77","8.59","16.99","15.3","35.86","128.15","16.13","6.2","2422","37.4","14.9","2","6.93","0.15","0.21","0.53"
"187_25ml-5","904.05","183.71","465.2","95.4","207.53","169.81","23.71","27.41","125.98","42.94","85.77","7.87","16.18","14.49","35.86","120.41","16.13","6.2","2435","37.4","14.8","2","6.93","0.15","0.21","0.53"
"187_25ml-6","900.97","182.76","464.3","105.53","207.53","188.76","26.45","30.27","141.01","42.94","91.76","8.59","17.8","16.1","35.86","132.57","16.13","6.2","2438","37.4","14.8","2","6.93","0.15","0.21","0.53"
"187_25ml-7","897.12","182.76","461.57","97.93","206.78","174.02","24.17","28.23","130.61","42.94","91.76","8.23","16.18","15.3","35.86","124.83","16.13","6.2","2440","37.4","14.8","2","6.93","0.15","0.21","0.53"
